,,,,,
114,-0.04488,,,,
,,,,,
115,0.03,,,,
,,,,,
116,0.09582,,,,
,,,,,
117,-0.0692,,,,
,,,,,
118,0.06124,,,,
,,,,,
119,0.10136,,,,
,,,,,
120,-0.11978,,,,
,,,,,
121,-0.02852,,,,
,,,,,
122,-0.0165,,,,
,,,,,
123,-0.09314,,,,
,,,,,
124,-0.01068,,,,
,,,,,
125,-0.17756,,,,
,,,,,
126,-0.00376,,,,
,,,,,
127,0.1289,,,,
,,,,,
128,-0.09894,,,,
,,,,,
129,-0.00818,,,,
,,,,,
130,-0.00078,,,,
,,,,,
131,-0.26214,,,,
,,,,,
132,0.01948,,,,
,,,,,
133,-0.06602,,,,
,,,,,
134,-0.09054,,,,
,,,,,
135,-0.08424,,,,
,,,,,
136,-0.15712,,,,
,,,,,
137,-0.1526,,,,
,,,,,
138,0.0266,,,,
,,,,,
139,0.0811,,,,
,,,,,
140,0.14708,,,,
,,,,,
141,-0.02542,,,,
,,,,,
142,-0.20318,,,,
,,,,,
143,-0.15718,,,,
,,,,,
144,-0.00132,,,,
,,,,,
145,0.03462,,,,
,,,,,
146,0.01678,,,,
,,,,,
147,0.0653,,,,
,,,,,
148,-0.06844,,,,
,,,,,
149,-0.026,,,,
,,,,,
150,0.05136,,,,
,,,,,
151,0.11204,,,,
,,,,,
152,-0.00246,,,,
,,,,,
153,-0.00186,,,,
,,,,,
154,0.0081,,,,
,,,,,
155,-0.0295,,,,
,,,,,
156,-0.10526,,,,
,,,,,
157,-0.06982,,,,
,,,,,
158,-0.08828,,,,
,,,,,
159,0.08292,,,,
,,,,,
160,0.1561,,,,
,,,,,
161,-0.04166,,,,
,,,,,
162,-0.19404,,,,
,,,,,
163,0.11494,,,,
,,,,,
164,-0.06612,,,,
,,,,,
165,-0.09752,,,,
,,,,,
166,-0.1598,,,,
,,,,,
167,-0.0149,,,,
,,,,,
168,-0.15776,,,,
,,,,,
169,0.10424,,,,
,,,,,
170,-0.02838,,,,
,,,,,
171,-0.09268,,,,
,,,,,
172,-0.15904,,,,
,,,,,
173,0.02538,,,,
,,,,,
174,0.07628,,,,
,,,,,
175,0.0911,,,,
,,,,,
176,0.11698,,,,
,,,,,
177,0.00756,,,,
,,,,,
178,-0.03404,,,,
,,,,,
179,0.07048,,,,
,,,,,
180,-0.11046,,,,
,,,,,
181,0.12784,,,,
,,,,,
182,-0.0621,,,,
,,,,,
183,-0.00606,,,,
,,,,,
184,-0.07808,,,,
,,,,,
185,0.01614,,,,
,,,,,
186,-0.24438,,,,
,,,,,
187,-0.25266,,,,
,,,,,
188,-0.27926,,,,
,,,,,
189,-0.13606,,,,
,,,,,
190,-0.10616,,,,
,,,,,
191,0.07042,,,,
,,,,,
192,-0.07022,,,,
,,,,,
193,-0.0265,,,,
,,,,,
194,-0.11396,,,,
,,,,,
195,-0.08136,,,,
,,,,,
196,0.18082,,,,
,,,,,
197,-0.3031,,,,
,,,,,
198,-0.04682,,,,
,,,,,
199,-0.13754,,,,
,,,,,
200,0.06202,,,,
,,,,,
201,-0.05314,,,,
,,,,,
202,0.01754,,,,
,,,,,
203,-0.055,,,,
,,,,,
204,-0.08134,,,,
,,,,,
205,-0.18454,,,,
,,,,,
206,0.01306,,,,
,,,,,
207,0.02202,,,,
,,,,,
208,0.09272,,,,
,,,,,
209,0.2964,,,,
,,,,,
210,0.13576,,,,
,,,,,
211,0.08472,,,,
,,,,,
212,0.0785,,,,
,,,,,
213,-0.30306,,,,
,,,,,
214,0.02024,,,,
,,,,,
215,0.1025,,,,
,,,,,
216,-0.00464,,,,
,,,,,
217,0.0781,,,,
,,,,,
218,-0.2937,,,,
,,,,,
219,0.06456,,,,
,,,,,
220,-0.0305,,,,
,,,,,
221,0.04688317,,,,
,,,,,
222,-0.04446,,,,
,,,,,
223,0.11516,,,,
,,,,,
224,-0.02846,,,,
,,,,,
225,0.03272,,,,
,,,,,
226,0.23294,,,,
,,,,,
227,-0.18584,,,,
,,,,,
228,0.02974,,,,
,,,,,
229,0.16266,,,,
,,,,,
230,-0.14446,,,,
,,,,,
231,-0.19888,,,,
,,,,,
232,-0.19412,,,,
,,,,,
233,-0.1067,,,,
,,,,,
234,-0.0948,,,,
,,,,,
235,0.0239,,,,
,,,,,
236,-0.20832,,,,
,,,,,
237,0.08468,,,,
,,,,,
238,-0.14546,,,,
,,,,,
239,-0.087,,,,
,,,,,
240,0.0297,,,,
,,,,,
241,-0.11018,,,,
,,,,,
242,-0.03312,,,,
,,,,,
243,-0.19986,,,,
,,,,,
244,-0.10346,,,,
,,,,,
245,0.06254,,,,
,,,,,
246,-0.12576,,,,
,,,,,
247,0.11618,,,,
,,,,,
248,0.14444,,,,
,,,,,
249,-0.10382,,,,
,,,,,
250,-0.09514,,,,
,,,,,
251,-0.01318,,,,
,,,,,
252,-0.1001,,,,
,,,,,
253,-0.00298,,,,
,,,,,
254,0.1847,,,,
,,,,,
255,-0.0323,,,,
,,,,,
256,-0.0876,,,,
,,,,,
257,-0.13102,,,,
,,,,,
258,-0.20204,,,,
,,,,,
259,0.0555,,,,
,,,,,
260,0.31946,,,,
,,,,,
261,-0.07844,,,,
,,,,,
262,-0.01872,,,,
,,,,,
263,-0.09852,,,,
,,,,,
264,0.00316,,,,
,,,,,
265,0.00206,,,,
,,,,,
266,-0.01852,,,,
,,,,,
267,-0.16294,,,,
,,,,,
268,-0.07162,,,,
,,,,,
269,0.0644,,,,
,,,,,
270,-0.03762,,,,
,,,,,
271,0.06938,,,,
,,,,,
272,0.0915,,,,
,,,,,
273,0.06926,,,,
,,,,,
274,-0.02842,,,,
,,,,,
275,0.08274,,,,
,,,,,
276,-0.0039,,,,
,,,,,
277,-0.0263,,,,
,,,,,
278,-0.09434,,,,
,,,,,
279,-0.01206,,,,
,,,,,
280,-0.00408,,,,
,,,,,
281,-0.10624,,,,
